site;date; percent;gorg;cuber
gorg;45.25;2021-06-13;44.22;46.88
gorg;45.25;2021-06-14;44.22;46.88
gorg;45.25;2021-06-15;44.22;46.88
gorg;43.52;2021-06-16;42.72;44.80
gorg;43.52;2021-06-17;42.72;44.80
gorg;43.52;2021-06-18;42.72;44.80
gorg;43.52;2021-06-19;42.72;44.80
gorg;43.52;2021-06-20;42.72;44.80
gorg;43.52;2021-06-21;42.72;44.80
gorg;43.52;2021-06-22;42.72;44.80
gorg;41.37;2021-06-23;41.70;40.84
gorg;41.37;2021-06-24;41.70;40.84
gorg;41.37;2021-06-25;41.70;40.84
gorg;41.37;2021-06-26;41.70;40.84
gorg;41.37;2021-06-27;41.70;40.84
gorg;41.37;2021-06-28;41.70;40.84
gorg;41.37;2021-06-29;41.70;40.84
gorg;38.78;2021-06-30;40.96;37.92
gorg;38.78;2021-07-01;40.96;37.92
gorg;38.78;2021-07-02;40.96;37.92
gorg;38.78;2021-07-03;40.96;37.92
gorg;38.78;2021-07-04;40.96;37.92
gorg;38.78;2021-07-05;40.96;37.92
gorg;38.40;2021-07-06;39.66;36.41
gorg;38.40;2021-07-07;39.66;36.41
gorg;38.40;2021-07-08;39.66;36.41
gorg;38.40;2021-07-09;39.66;36.41
gorg;38.40;2021-07-10;39.66;36.41
gorg;38.40;2021-07-11;39.66;36.41
gorg;38.40;2021-07-12;39.66;36.41
gorg;37.18;2021-07-13;37.83;36.16
gorg;37.18;2021-07-14;37.83;36.16
gorg;37.18;2021-07-15;37.83;36.16
gorg;37.18;2021-07-16;37.83;36.16
gorg;37.18;2021-07-17;37.83;36.16
gorg;37.18;2021-07-18;37.83;36.16
gorg;37.18;2021-07-19;37.83;36.16
gorg;37.18;2021-07-20;37.83;36.16
gorg;36.01;2021-07-21;36.01;36.00
gorg;36.01;2021-07-22;36.01;36.00
gorg;36.01;2021-07-23;36.01;36.00
gorg;36.01;2021-07-24;36.01;36.00
gorg;36.01;2021-07-25;36.01;36.00
gorg;36.01;2021-07-26;36.01;36.00
gorg;36.01;2021-07-27;36.01;36.00
gorg;36.01;2021-07-28;36.01;36.00
gorg;36.01;2021-07-29;36.01;36.00
gorg;36.01;2021-07-30;36.01;36.00
gorg;36.01;2021-07-31;36.01;36.00
gorg;36.01;2021-08-01;36.01;36.00
gorg;36.01;2021-08-02;36.01;36.00
gorg;36.01;2021-08-03;36.01;36.00
gorg;36.01;2021-08-04;36.01;36.00
gorg;36.01;2021-08-05;36.01;36.00
gorg;36.01;2021-08-06;36.01;36.00
gorg;36.01;2021-08-07;36.01;36.00
gorg;36.01;2021-08-08;36.01;36.00
gorg;36.01;2021-08-09;36.01;36.00
gorg;33.66;2021-08-10;32.66;35.24
gorg;33.03;2021-08-11;30.85;36.50
gorg;33.03;2021-08-12;30.85;36.50
gorg;33.03;2021-08-13;30.85;36.50
gorg;33.03;2021-08-14;30.85;36.50
gorg;33.03;2021-08-15;30.85;36.50
gorg;33.03;2021-08-16;30.85;36.50
gorg;33.03;2021-08-17;30.85;36.50
gorg;32.45;2021-08-18;29.58;37.00
gorg;32.45;2021-08-19;29.58;37.00
gorg;32.45;2021-08-20;29.58;37.00
gorg;32.45;2021-08-21;29.58;37.00
gorg;32.45;2021-08-22;29.58;37.00
gorg;32.45;2021-08-23;29.58;37.00
gorg;31.22;2021-08-24;28.36;35.74
gorg;31.22;2021-08-25;28.36;35.74
gorg;31.22;2021-08-26;28.36;35.74
gorg;31.22;2021-08-27;28.36;35.74
gorg;31.22;2021-08-28;28.36;35.74
gorg;31.22;2021-08-29;28.36;35.74
gorg;31.22;2021-08-30;28.36;35.74
gorg;30.64;2021-09-01;27.11;36.25
gorg;30.64;2021-09-02;27.11;36.25
gorg;30.64;2021-09-03;27.11;36.25
gorg;30.64;2021-09-04;27.11;36.25
gorg;30.64;2021-09-05;27.11;36.25
gorg;30.64;2021-09-06;27.11;36.25
gorg;30.22;2021-09-07;26.05;36.83
gorg;30.22;2021-09-08;26.05;36.83
gorg;30.22;2021-09-09;26.05;36.83
gorg;30.22;2021-09-10;26.05;36.83
gorg;30.22;2021-09-11;26.05;36.83
gorg;30.22;2021-09-12;26.05;36.83
gorg;30.22;2021-09-13;26.05;36.83
gorg;29.60;2021-09-14;24.89;37.08
gorg;29.60;2021-09-15;24.89;37.08
gorg;29.60;2021-09-16;24.89;37.08
gorg;29.60;2021-09-17;24.89;37.08
gorg;29.60;2021-09-18;24.89;37.08
gorg;29.60;2021-09-19;24.89;37.08
gorg;29.60;2021-09-20;24.89;37.08
gorg;29.09;2021-09-21;23.72;37.58
gorg;29.09;2021-09-22;23.72;37.58
gorg;29.10;2021-09-23;23.79;37.50
gorg;29.10;2021-09-24;23.79;37.50
gorg;29.10;2021-09-25;23.79;37.50
gorg;29.10;2021-09-26;23.79;37.50
gorg;29.10;2021-09-27;23.79;37.50
gorg;28.67;2021-09-28;23.41;37.00
gorg;28.67;2021-09-29;23.41;37.00
gorg;28.67;2021-09-30;23.41;37.00
gorg;28.67;2021-10-01;23.41;37.00
gorg;28.67;2021-10-02;23.41;37.00
gorg;28.67;2021-10-03;23.41;37.00
gorg;28.67;2021-10-04;23.41;37.00
gorg;28.72;2021-10-05;23.66;36.75
gorg;29.33;2021-10-06;24.70;36.66
gorg;29.33;2021-10-07;24.70;36.66
gorg;29.33;2021-10-08;24.70;36.66
gorg;29.33;2021-10-09;24.70;36.66
gorg;29.33;2021-10-10;24.70;36.66
gorg;29.33;2021-10-11;24.70;36.66
gorg;29.02;2021-10-12;24.51;36.16
gorg;29.02;2021-10-13;24.51;36.16
gorg;29.02;2021-10-14;24.51;36.16
gorg;29.02;2021-10-15;24.51;36.16
gorg;29.02;2021-10-16;24.51;36.16
gorg;29.02;2021-10-17;24.51;36.16
gorg;29.02;2021-10-18;24.51;36.16
gorg;28.48;2021-10-19;23.94;35.66
gorg;28.48;2021-10-20;23.94;35.66
gorg;28.48;2021-10-21;23.94;35.66
gorg;28.48;2021-10-22;23.94;35.66
gorg;28.48;2021-10-23;23.94;35.66
gorg;28.48;2021-10-24;23.94;35.66
gorg;28.48;2021-10-25;23.94;35.66
gorg;27.95;2021-10-26;23.34;35.24
gorg;27.95;2021-10-27;23.34;35.24
gorg;27.95;2021-10-28;23.34;35.24
gorg;27.95;2021-10-29;23.34;35.24
gorg;27.95;2021-10-30;23.34;35.24
gorg;27.95;2021-10-31;23.34;35.24
gorg;27.95;2021-11-01;23.34;35.24
gorg;27.95;2021-11-02;23.34;35.24
gorg;28.44;2021-11-03;24.24;35.08
gorg;28.44;2021-11-04;24.24;35.08
gorg;28.64;2021-11-05;24.58;35.08
gorg;29.30;2021-11-06;25.45;35.41
gorg;29.30;2021-11-07;25.45;35.41
gorg;29.30;2021-11-08;25.45;35.41
gorg;29.44;2021-11-09;25.94;34.99
gorg;36.66;2021-11-11;34.45;40.17
gorg;51.92;2021-11-12;49.56;55.66
gorg;57.96;2021-11-13;55.88;61.26
gorg;57.96;2021-11-14;55.88;61.26
gorg;57.96;2021-11-15;55.88;61.26
gorg;70.72;2021-11-16;69.38;72.84
gorg;75.24;2021-11-17;73.83;77.47
gorg;83.65;2021-11-18;83.76;83.47
gorg;83.65;2021-11-19;83.76;83.47
gorg;84.93;2021-11-20;84.89;85.00
gorg;84.93;2021-11-21;84.89;85.00
gorg;84.93;2021-11-22;84.89;85.00
gorg;84.93;2021-11-23;84.89;85.00
gorg;84.93;2021-11-24;84.89;85.00
gorg;87.14;2021-11-25;87.05;87.29
gorg;87.14;2021-11-26;87.05;87.29
gorg;88.38;2021-11-27;88.39;88.37
gorg;88.38;2021-11-28;88.39;88.37
gorg;88.38;2021-11-29;88.39;88.37
gorg;89.14;2021-11-30;89.02;89.34
gorg;89.14;2021-12-01;89.02;89.34
gorg;89.14;2021-12-02;89.02;89.34
gorg;89.14;2021-12-03;89.02;89.34
gorg;90.31;2021-12-04;91.07;89.10
gorg;90.31;2021-12-05;91.07;89.10
gorg;90.31;2021-12-06;91.07;89.10
gorg;90.31;2021-12-07;91.07;89.10
gorg;90.31;2021-12-08;91.07;89.10
gorg;90.31;2021-12-09;91.07;89.10
gorg;90.59;2021-12-10;91.31;89.46
gorg;90.59;2021-12-11;91.31;89.46
gorg;90.59;2021-12-12;91.31;89.46
gorg;90.59;2021-12-13;91.31;89.46
gorg;90.59;2021-12-14;91.31;89.46
gorg;89.57;2021-12-15;89.33;89.94
gorg;89.57;2021-12-16;89.33;89.94
gorg;89.57;2021-12-17;89.33;89.94
gorg;89.57;2021-12-18;89.33;89.94
gorg;89.57;2021-12-19;89.33;89.94
gorg;89.57;2021-12-20;89.33;89.94
gorg;88.19;2021-12-21;86.10;91.51
gorg;88.19;2021-12-22;86.10;91.51
gorg;88.19;2021-12-23;86.10;91.51
gorg;88.19;2021-12-24;86.10;91.51
gorg;88.19;2021-12-25;86.10;91.51
gorg;88.19;2021-12-26;86.10;91.51
gorg;88.19;2021-12-27;86.10;91.51
gorg;88.19;2021-12-28;86.10;91.51
gorg;88.19;2021-12-29;86.10;91.51
gorg;88.19;2021-12-30;86.10;91.51
gorg;86.62;2021-12-31;82.85;92.60
gorg;86.62;2022-01-01;82.85;92.60
gorg;86.62;2022-01-02;82.85;92.60
gorg;86.62;2022-01-03;82.85;92.60
gorg;85.00;2022-01-04;79.98;92.96
gorg;85.00;2022-01-05;79.98;92.96
gorg;85.00;2022-01-06;79.98;92.96
gorg;85.00;2022-01-07;79.98;92.96
gorg;85.00;2022-01-08;79.98;92.96
gorg;85.00;2022-01-09;79.98;92.96
gorg;85.00;2022-01-10;79.98;92.96
gorg;84.02;2022-01-11;79.45;91.27
gorg;84.02;2022-01-12;79.45;91.27
gorg;84.02;2022-01-13;79.45;91.27
gorg;84.02;2022-01-14;79.45;91.27
gorg;84.02;2022-01-15;79.45;91.27
gorg;84.02;2022-01-16;79.45;91.27
gorg;84.02;2022-01-17;79.45;91.27
gorg;82.37;2022-01-18;76.83;91.15
gorg;82.37;2022-01-19;76.83;91.15
gorg;82.37;2022-01-20;76.83;91.15
gorg;82.37;2022-01-21;76.83;91.15
gorg;82.37;2022-01-22;76.83;91.15
gorg;82.37;2022-01-23;76.83;91.15
gorg;82.37;2022-01-24;76.83;91.15
gorg;80.91;2022-01-25;74.98;90.30
gorg;80.91;2022-01-26;74.98;90.30
gorg;80.91;2022-01-27;74.98;90.30
gorg;80.91;2022-01-28;74.98;90.30
gorg;80.91;2022-01-29;74.98;90.30
gorg;80.91;2022-01-30;74.98;90.30
gorg;80.91;2022-01-30;74.98;90.30
gorg;80.91;2022-01-30;74.98;90.30
gorg;80.91;2022-01-31;74.98;90.30
gorg;80.91;2022-01-31;74.98;90.30
gorg;80.91;2022-01-31;74.98;90.30
gorg;79.25;2022-02-01;73.19;88.86
gorg;79.25;2022-02-02;73.19;88.86
gorg;79.25;2022-02-03;73.19;88.86
gorg;79.25;2022-02-04;73.19;88.86
gorg;79.25;2022-02-05;73.19;88.86
gorg;79.25;2022-02-06;73.19;88.86
gorg;79.25;2022-02-07;73.19;88.86
gorg;77.93;2022-02-08;71.34;88.37
gorg;77.93;2022-02-09;71.34;88.37
gorg;77.93;2022-02-10;71.34;88.37
gorg;77.93;2022-02-11;71.34;88.37
gorg;77.93;2022-02-12;71.34;88.37
gorg;77.93;2022-02-13;71.34;88.37
gorg;77.93;2022-02-14;71.34;88.37
gorg;76.62;2022-02-15;69.73;87.77
gorg;76.62;2022-02-16;69.73;87.77
gorg;76.62;2022-02-17;69.73;87.77
gorg;76.62;2022-02-18;69.73;87.77
gorg;76.62;2022-02-19;69.73;87.77
gorg;76.62;2022-02-20;69.73;87.77
gorg;76.62;2022-02-21;69.73;87.77
gorg;75.32;2022-02-22;67.69;87.41
gorg;75.32;2022-02-23;67.69;87.41
gorg;75.32;2022-02-24;67.69;87.41
gorg;75.32;2022-02-25;67.69;87.41
gorg;75.32;2022-02-25;67.69;87.41
gorg;75.32;2022-02-25;67.69;87.41
gorg;75.32;2022-02-25;67.69;87.41
gorg;75.32;2022-02-26;67.69;87.41
gorg;75.32;2022-02-27;67.69;87.41
gorg;75.32;2022-02-28;67.69;87.41
gorg;75.32;2022-03-01;67.69;87.41
gorg;75.32;2022-03-02;67.69;87.41
gorg;75.32;2022-03-03;67.69;87.41
gorg;75.32;2022-03-04;67.69;87.41
gorg;75.32;2022-03-05;67.69;87.41
gorg;75.32;2022-03-06;67.69;87.41
gorg;75.32;2022-03-07;67.69;87.41
gorg;75.32;2022-03-08;67.69;87.41
gorg;72.67;2022-03-09;65.12;84.63
gorg;72.67;2022-03-10;65.12;84.63
gorg;72.67;2022-03-11;65.12;84.63
gorg;72.67;2022-03-12;65.12;84.63
gorg;72.67;2022-03-13;65.12;84.63
gorg;72.67;2022-03-14;65.12;84.63
gorg;72.67;2022-03-15;65.12;84.63
gorg;71.59;2022-03-16;65.80;80.76
gorg;71.59;2022-03-17;65.80;80.76
gorg;71.59;2022-03-20;65.80;80.76
gorg;71.59;2022-03-21;65.80;80.76
gorg;72.01;2022-03-22;67.35;79.40
gorg;72.01;2022-03-23;67.35;79.40
gorg;72.01;2022-03-24;67.35;79.40
gorg;73.31;2022-03-25;68.98;80.19
gorg;73.31;2022-03-26;68.98;80.19
gorg;73.31;2022-03-27;68.98;80.19
gorg;73.31;2022-03-28;68.98;80.19
gorg;74.62;2022-03-29;70.39;81.32
gorg;74.62;2022-03-30;70.39;81.32
gorg;74.62;2022-03-31;70.39;81.32
gorg;76.99;2022-04-01;73.41;82.68
gorg;76.99;2022-04-02;73.41;82.68
gorg;76.99;2022-04-03;73.41;82.68
gorg;76.99;2022-04-04;73.41;82.68
gorg;78.00;2022-04-05;74.33;83.81
gorg;78.00;2022-04-06;74.33;83.81
gorg;78.00;2022-04-07;74.33;83.81
gorg;78.00;2022-04-08;74.33;83.81
gorg;78.00;2022-04-09;74.33;83.81
gorg;78.00;2022-04-10;74.33;83.81
gorg;78.00;2022-04-11;74.33;83.81
gorg;77.74;2022-04-12;73.69;84.15
gorg;77.74;2022-04-13;73.69;84.15
gorg;77.74;2022-04-14;73.69;84.15
gorg;77.74;2022-04-15;73.69;84.15
gorg;77.74;2022-04-16;73.69;84.15
gorg;77.74;2022-04-17;73.69;84.15
gorg;77.74;2022-04-18;73.69;84.15
gorg;77.74;2022-04-19;73.69;84.15
gorg;76.78;2022-04-20;72.62;83.36
gorg;76.78;2022-04-21;72.62;83.36
gorg;76.78;2022-04-22;72.62;83.36
gorg;81.57;2022-04-23;77.05;88.74
gorg;81.57;2022-04-24;77.05;88.74
gorg;81.57;2022-04-25;77.05;88.74
gorg;88.77;2022-04-26;78.62;89.34
gorg;88.77;2022-04-27;78.62;89.34
gorg;88.77;2022-04-28;78.62;89.34
gorg;88.77;2022-04-29;78.62;89.34
gorg;88.77;2022-04-30;78.62;89.34
gorg;88.77;2022-05-01;78.62;89.34
gorg;88.77;2022-05-02;78.62;89.34
gorg;81.75;2022-05-03;78.19;87.41
gorg;81.75;2022-05-04;78.19;87.41
gorg;81.75;2022-05-05;78.19;87.41
gorg;81.75;2022-05-06;78.19;87.41
gorg;81.75;2022-05-07;78.19;87.41
gorg;81.75;2022-05-08;78.19;87.41
gorg;81.75;2022-05-09;78.19;87.41
gorg;80.05;2022-05-10;76.62;85.48
gorg;80.05;2022-05-10;76.62;85.48
gorg;80.05;2022-05-10;76.62;85.48
gorg;80.05;2022-05-11;76.62;85.48
gorg;80.05;2022-05-12;76.62;85.48
gorg;80.05;2022-05-13;76.62;85.48
gorg;80.05;2022-05-14;76.62;85.48
gorg;80.05;2022-05-15;76.62;85.48
gorg;80.05;2022-05-16;76.62;85.48
gorg;80.05;2022-05-17;76.62;85.48
gorg;80.05;2022-05-18;76.62;85.48
gorg;78.22;2022-05-19;76.12;81.55
gorg;78.22;2022-05-20;76.12;81.55
gorg;78.22;2022-05-21;76.12;81.55
gorg;78.22;2022-05-22;76.12;81.55
gorg;78.22;2022-05-23;76.12;81.55
gorg;78.22;2022-05-25;76.12;81.55
gorg;78.22;2022-05-27;76.12;81.55
gorg;78.22;2022-05-28;76.12;81.55
gorg;78.22;2022-05-29;76.12;81.55
gorg;78.22;2022-05-30;76.12;81.55
gorg;78.22;2022-05-31;76.12;81.55
gorg;78.22;2022-06-01;76.12;81.55
gorg;78.22;2022-06-02;76.12;81.55
gorg;78.22;2022-06-03;76.12;81.55
gorg;76.16;2022-06-04;75.19;77.70
gorg;76.16;2022-06-05;75.19;77.70
gorg;76.16;2022-06-06;75.19;77.70
gorg;72.92;2022-06-07;71.91;74.53
gorg;72.92;2022-06-08;71.91;74.53
gorg;72.92;2022-06-09;71.91;74.53
gorg;72.92;2022-06-10;71.91;74.53
gorg;72.92;2022-06-11;71.91;74.53
gorg;72.92;2022-06-11;71.91;74.53
gorg;72.92;2022-06-12;71.91;74.53
gorg;72.92;2022-06-12;71.91;74.53
gorg;72.92;2022-06-13;71.91;74.53
gorg;72.92;2022-06-14;71.91;74.53
gorg;70.27;2022-06-15;69.85;70.93
gorg;70.27;2022-06-16;69.85;70.93
gorg;70.27;2022-06-17;69.85;70.93
gorg;70.27;2022-06-18;69.85;70.93
gorg;70.27;2022-06-19;69.85;70.93
gorg;70.27;2022-06-20;69.85;70.93
gorg;67.22;2022-06-21;67.76;66.37
gorg;67.22;2022-06-22;67.76;66.37
gorg;67.22;2022-06-23;67.76;66.37
gorg;67.22;2022-06-23;67.76;66.37
gorg;67.22;2022-06-23;67.76;66.37
gorg;67.22;2022-06-23;67.76;66.37
gorg;67.22;2022-06-24;67.76;66.37
gorg;67.22;2022-06-25;67.76;66.37
gorg;67.22;2022-06-26;67.76;66.37
gorg;67.22;2022-06-27;67.76;66.37
gorg;67.22;2022-06-28;67.76;66.37
gorg;65.16;2022-06-29;65.66;64.36
gorg;65.16;2022-06-30;65.66;64.36
gorg;65.16;2022-07-01;65.66;64.36
gorg;65.16;2022-07-02;65.66;64.36
gorg;65.16;2022-07-02;65.66;64.36
gorg;65.16;2022-07-03;65.66;64.36
gorg;65.16;2022-07-04;65.66;64.36
gorg;63.09;2022-07-05;63.62;62.24
gorg;63.09;2022-07-06;63.62;62.24
gorg;63.09;2022-07-07;63.62;62.24
gorg;63.09;2022-07-08;63.62;62.24
gorg;63.09;2022-07-09;63.62;62.24
gorg;63.09;2022-07-10;63.62;62.24
gorg;63.09;2022-07-11;63.62;62.24
gorg;61.22;2022-07-12;61.57;60.67
gorg;61.22;2022-07-13;61.57;60.67
gorg;61.22;2022-07-14;61.57;60.67
gorg;61.22;2022-07-14;61.57;60.67
gorg;61.22;2022-07-14;61.57;60.67
gorg;61.22;2022-07-15;61.57;60.67
gorg;61.22;2022-07-16;61.57;60.67
gorg;61.22;2022-07-17;61.57;60.67
gorg;61.22;2022-07-18;61.57;60.67
gorg;61.22;2022-07-19;61.57;60.67
gorg;61.22;2022-07-20;61.57;60.67
gorg;61.22;2022-07-21;61.57;60.67
gorg;61.22;2022-07-22;61.57;60.67
gorg;61.22;2022-07-23;61.57;60.67
gorg;61.22;2022-07-24;61.57;60.67
gorg;61.22;2022-07-25;61.57;60.67
gorg;57.09;2022-07-26;58.49;54.87
gorg;57.09;2022-07-26;58.49;54.87
gorg;57.09;2022-07-27;58.49;54.87
gorg;57.09;2022-07-29;58.49;54.87
gorg;57.09;2022-07-30;58.49;54.87
gorg;57.09;2022-07-31;58.49;54.87
gorg;57.09;2022-08-01;58.49;54.87
gorg;55.18;2022-08-02;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-03;56.43;53.20
gorg;55.18;2022-08-04;56.43;53.20
gorg;55.18;2022-08-05;56.43;53.20
gorg;55.18;2022-08-06;56.43;53.20
gorg;55.18;2022-08-07;56.43;53.20
gorg;55.18;2022-08-08;56.43;53.20
gorg;53.23;2022-08-09;54.37;51.42
gorg;53.23;2022-08-10;54.37;51.42
gorg;53.23;2022-08-11;54.37;51.42
gorg;53.23;2022-08-12;54.37;51.42
gorg;53.23;2022-08-13;54.37;51.42
gorg;53.23;2022-08-14;54.37;51.42
gorg;53.23;2022-08-15;54.37;51.42
gorg;53.23;2022-08-16;54.37;51.42
gorg;50.98;2022-08-17;50.82;51.24
gorg;50.98;2022-08-18;50.82;51.24
gorg;50.98;2022-08-20;50.82;51.24
gorg;50.98;2022-08-21;50.82;51.24
gorg;50.98;2022-08-22;50.82;51.24
gorg;50.03;2022-08-23;49.11;51.51
gorg;50.03;2022-08-24;49.11;51.51
gorg;50.03;2022-08-25;49.11;51.51
gorg;50.03;2022-08-26;49.11;51.51
gorg;50.03;2022-08-27;49.11;51.51
gorg;50.03;2022-08-28;49.11;51.51
gorg;50.03;2022-08-29;49.11;51.51
gorg;48.59;2022-08-30;45.56;53.40
gorg;48.59;2022-08-31;45.56;53.40
gorg;48.59;2022-09-01;45.56;53.40
gorg;48.59;2022-09-02;45.56;53.40
gorg;48.59;2022-09-03;45.56;53.40
gorg;48.59;2022-09-04;45.56;53.40
gorg;48.59;2022-09-05;45.56;53.40
gorg;48.59;2022-09-06;45.56;53.40
gorg;46.96;2022-09-07;42.40;54.18
gorg;46.96;2022-09-08;42.40;54.18
gorg;46.96;2022-09-09;42.40;54.18
gorg;46.96;2022-09-09;42.40;54.18
gorg;46.96;2022-09-10;42.40;54.18
gorg;46.96;2022-09-11;42.40;54.18
gorg;46.96;2022-09-12;42.40;54.18
gorg;45.56;2022-09-13;38.94;56.05
gorg;45.56;2022-09-14;38.94;56.05
gorg;45.56;2022-09-15;38.94;56.05
gorg;45.56;2022-09-16;38.94;56.05
gorg;45.56;2022-09-17;38.94;56.05
gorg;45.56;2022-09-18;38.94;56.05
gorg;45.56;2022-09-19;38.94;56.05
gorg;44.39;2022-09-20;36.10;57.52
gorg;44.39;2022-09-21;36.10;57.52
gorg;44.39;2022-09-22;36.10;57.52
gorg;44.39;2022-09-23;36.10;57.52
gorg;44.39;2022-09-24;36.10;57.52
gorg;44.39;2022-09-25;36.10;57.52
gorg;44.39;2022-09-26;36.10;57.52
gorg;43.18;2022-09-27;34.63;56.74
gorg;43.18;2022-09-28;34.63;56.74
gorg;43.18;2022-09-29;34.63;56.74
gorg;43.18;2022-09-30;34.63;56.74
gorg;43.18;2022-10-01;34.63;56.74
gorg;43.18;2022-10-02;34.63;56.74
gorg;43.18;2022-10-03;34.63;56.74
gorg;43.18;2022-10-04;34.63;56.74
gorg;42.17;2022-10-05;33.78;55.46
gorg;42.17;2022-10-06;33.78;55.46
gorg;42.17;2022-10-07;33.78;55.46
gorg;42.17;2022-10-08;33.78;55.46
gorg;42.17;2022-10-09;33.78;55.46
gorg;42.17;2022-10-10;33.78;55.46
gorg;40.35;2022-10-11;33.42;51.33
gorg;40.35;2022-10-12;33.42;51.33
gorg;40.35;2022-10-13;33.42;51.33
gorg;40.35;2022-10-14;33.42;51.33
gorg;40.35;2022-10-15;33.42;51.33
gorg;40.35;2022-10-16;33.42;51.33
gorg;40.35;2022-10-17;33.42;51.33
gorg;39.62;2022-10-18;33.78;48.88
gorg;39.62;2022-10-19;33.78;48.88
gorg;39.62;2022-10-20;33.78;48.88
gorg;39.62;2022-10-21;33.78;48.88
gorg;39.62;2022-10-22;33.78;48.88
gorg;39.62;2022-10-23;33.78;48.88
gorg;39.62;2022-10-24;33.78;48.88
gorg;38.43;2022-10-25;33.78;45.79
